LPSP_X,LPSP_Y,LPSP_Z,LPSP_Yaw,LPSP_VX,LPSP_VY,LPSP_VZ,LPSP_AX,LPSP_AY,LPSP_AZ
-4.661048889160156,5.026211261749268,0.0016184519045054913,2.4998064041137695,0.07114887237548828,-0.15917253494262695,-1.0,0.18641169369220734,-0.234238401055336,-6.36391019821167
-4.6610612869262695,5.026203632354736,-0.019265975803136826,2.4998064041137695,0.07593679428100586,-0.1536846160888672,-1.0,0.1952352672815323,-0.2252255380153656,-6.368406772613525
-4.661073684692383,5.026196002960205,-0.04039815068244934,2.4998064041137695,0.0809025764465332,-0.14782094955444336,-1.0,0.2030528038740158,-0.21827581524848938,-6.3698344230651855
-4.661091327667236,5.026184558868408,-0.06693355739116669,2.4998064041137695,0.08741903305053711,-0.14024019241333008,-1.0,0.21234779059886932,-0.20799078047275543,-6.367963790893555
-4.661103248596191,5.026176929473877,-0.08733835816383362,2.4998064041137695,0.0919499397277832,-0.1349630355834961,-1.0,0.21926817297935486,-0.2030411809682846,-6.373270034790039
-4.6611151695251465,5.026169776916504,-0.10852914303541183,2.4998064041137695,0.09651327133178711,-0.12948274612426758,-1.0,0.22248801589012146,-0.20371581614017487,-6.371657848358154
-4.661133289337158,5.026158809661865,-0.14232580363750458,2.4998064041137695,0.10365772247314453,-0.12056732177734375,-1.0,0.21926619112491608,-0.2053299993276596,-6.364418029785156
-4.661145210266113,5.026151657104492,-0.16231924295425415,2.4998064041137695,0.10755681991577148,-0.1153564453125,-1.0,0.21588926017284393,-0.2084646075963974,-6.362654209136963
-4.661157131195068,5.026144504547119,-0.18234696984291077,2.4998064041137695,0.11086177825927734,-0.11049365997314453,-1.0,0.20917829871177673,-0.213041290640831,-6.3619232177734375
-4.661174297332764,5.026133060455322,-0.2101002037525177,2.4998064041137695,0.11476802825927734,-0.10434293746948242,-1.0,0.1962573528289795,-0.22162508964538574,-6.365314960479736
-4.6611857414245605,5.026125431060791,-0.22924844920635223,2.4998064041137695,0.11701679229736328,-0.10053062438964844,-1.0,0.18820051848888397,-0.22603821754455566,-6.367010116577148
